Key,English,Vietnamese
PROPQUEST_SCENARIO_INC_001398,What's this? Some old shackle? What? Nerco told you that he isn't coming back?,Đây là gì? Xích cũ hay gì đấy? Sao cơ? Nerco nói với bạn rằng anh ấy sẽ không quay lại sao?
PROPQUEST_SCENARIO_INC_001399,"Hurry up and take Mia's Shackles to my mother, so she can see how great I am!","Hãy nhanh tay mang Mia's Shackles về cho mẹ tôi nhé, để bà ấy có thể thấy tôi tuyệt vời như thế nào!"
PROPQUEST_SCENARIO_INC_001400,Give Mia's Shackles to Lusina.,Đưa Mia's Shanks cho Lusina.
PROPQUEST_SCENARIO_INC_001402,No Rest for the Wicked,Không có chỗ cho kẻ ác
PROPQUEST_SCENARIO_INC_001403,"Oh that little brat! He is out of his mind! That’s it, when I find him he is getting a spanking more terrifying than Shade's fury!!!","Ôi con nhóc đó! Anh ấy mất trí rồi! Vậy đó, khi tôi tìm thấy anh ấy, anh ấy sẽ nhận được một đòn đánh còn kinh hoàng hơn cả cơn thịnh nộ của Shade !!!"
PROPQUEST_SCENARIO_INC_001404,"Oh, by the way! The Mayor of Saint City is looking for you in hurry. I really should go find my son now. I still owe you a meal sometime so come back and see us!","À, nhân tiện! Thị trưởng thành phố Saint đang gấp rút tìm anh. Tôi thực sự nên đi tìm con trai tôi bây giờ. Tôi vẫn còn nợ bạn một bữa ăn đôi khi trở lại và gặp chúng tôi!"
PROPQUEST_SCENARIO_INC_001405,Go see the Mayor of Saint City. I gotta go now. See you!,Đi gặp Thị trưởng thành phố Saint. Tôi phải đi ngay bây giờ. Hẹn gặp bạn!
PROPQUEST_SCENARIO_INC_001406,"Well, that’s up to you! Either way, I have to rush off now!","Vâng, điều đó tùy thuộc vào bạn! Dù thế nào, tôi cũng phải đi ngay!"
PROPQUEST_SCENARIO_INC_001407,Oh! There you are! I've been waiting for you!. We are in great need of your abilities!,Ồ! Bạn đây rồi! Tôi đã đợi bạn !. Chúng tôi đang rất cần khả năng của bạn!
PROPQUEST_SCENARIO_INC_001408,"Hmm, what to spank him with? OH! You are still here? The mayor is looking for you. Please go see him!","Hmm, đánh anh ta bằng cái gì bây giờ? OH! Bạn vẫn ở đây à? Thị trưởng đang tìm bạn đấy. Xin hãy đi gặp ông ấy!"
PROPQUEST_SCENARIO_INC_001409,Meet the Mayor of Saint City.,Gặp gỡ Thị trưởng thành phố Saint.
PROPQUEST_SCENARIO_INC_001411,Power in Numbers,Power in Numbers
PROPQUEST_SCENARIO_INC_001412,"Do you know about the Bucrow? They are protectors of the natural order that have existed long before man. They have since grown malicious, and attack our citizens.","Bạn có biết về Bucrow? Họ là những người bảo vệ trật tự tự nhiên đã có từ rất lâu trước con người. Kể từ đó, chúng trở nên độc hại và tấn công công dân của chúng ta."
PROPQUEST_SCENARIO_INC_001413,"I believe the sudden increase in the amount of monsters is to blame. Bucrow are very in tune with the balance of nature, and have become enraged with its disintegration","Tôi tin rằng số lượng quái vật tăng đột biến là điều đáng trách. Bucrow rất hòa hợp với sự cân bằng của tự nhiên, và đã trở nên tức giận với sự tan rã của nó"
PROPQUEST_SCENARIO_INC_001414,"I must warn you though. Bucrow are very strong, which is why I've asked you to unite with other champions in this task. Please, will you help us to defeat them?","Tôi phải cảnh báo bạn mặc dù. Bucrow rất mạnh, đó là lý do tại sao tôi đã yêu cầu bạn hợp nhất với các nhà vô địch khác trong nhiệm vụ này. Làm ơn, bạn sẽ giúp chúng tôi đánh bại họ?"
PROPQUEST_SCENARIO_INC_001415,You and your band of allies must travel to Saint Morning's southernmost region known as the Fantasy Desert. This is where the Bucrow primarily reside.,"Bạn và nhóm đồng minh của bạn phải đi đến vùng cực nam của Saint Morning, được gọi là Fantasy Desert. Đây là nơi cư trú chính của Bucrow."
PROPQUEST_SCENARIO_INC_001416,"I might not know with any certainty how the Bucrow first began to become so vicious, but what I do know is that we must do something about them soon!","Tôi có thể không biết chắc chắn bằng cách nào mà lần đầu tiên Bucrow trở nên hung ác như vậy, nhưng điều tôi biết là chúng ta phải sớm làm gì đó với chúng!"
PROPQUEST_SCENARIO_INC_001417,"Done already!? My thanks go out to you and your allies. Sometimes companionship is the key to victory! As soon as you reach level 30, please return to me as I have another request.","Xong rồi !? Tôi xin gửi lời cảm ơn đến bạn và các đồng minh của bạn. Đôi khi sự đồng hành là chìa khóa của chiến thắng! Ngay sau khi bạn đạt đến cấp độ 30, hãy trả lại cho tôi khi tôi có yêu cầu khác."
PROPQUEST_SCENARIO_INC_001418,Please you must all hurry! We cannot sit idly by in such a dire situation.,"Làm ơn, tất cả các bạn phải nhanh lên! Chúng ta không thể ngồi yên trong một tình huống thảm khốc như vậy."
PROPQUEST_SCENARIO_INC_001419,Kill 8 Small Bucrow & 4 Bucrow while in a party and return to the Mayor of Saint City.,Giết 8 Small Bucrow & 4 Bucrow khi đang ở trong một bữa tiệc và quay trở lại Thị trưởng thành phố Saint.
PROPQUEST_SCENARIO_INC_001421,Hero of Saint City,Anh hùng của thành phố Saint
PROPQUEST_SCENARIO_INC_001422,"Hah, you have become quite the celebrity around here! Yes, there is still evil afoot in Saint Morning, but nothing that we can't now contain thanks to your aid!","Hah, bạn đã trở thành một người nổi tiếng ở đây! Vâng, vẫn còn ác quỷ đang xuất hiện trong Saint Morning, nhưng không có gì mà chúng tôi không thể ngăn chặn ngay bây giờ nhờ sự trợ giúp của bạn!"
PROPQUEST_SCENARIO_INC_001423,I do wish to ask you one last favor. Will you hear me out in my final request?,Tôi muốn nhờ bạn một ân huệ cuối cùng. Bạn sẽ nghe tôi nói trong yêu cầu cuối cùng của tôi chứ?
PROPQUEST_SCENARIO_INC_001424,"You have my thanks. Word has it, a group of dangerous escaped convicts from Saint City Prison are planning their revenge. Please defeat the Hobo and take his sword as proof!","Bạn có lời cảm ơn của tôi. Có tin đồn rằng, một nhóm tội phạm nguy hiểm đã trốn thoát từ Nhà tù Thành phố Saint và đang lên kế hoạch trả thù. Hãy đánh bại Hobo và lấy thanh kiếm của hắn làm bằng chứng!"
PROPQUEST_SCENARIO_INC_001425,Hmm…just unfortunate considering how far you have come!,Hmm… thật không may khi bạn đã đi được bao xa!
PROPQUEST_SCENARIO_INC_001426,"I knew it all along. Reonan was right. There is truly greatness within you. I, and the people of Saint City, wish to bestow you with this gift of elemental cards. Use them wisely!",Tôi đã biết tất cả. Reonan đã đúng. Có một sự vĩ đại thực sự bên trong bạn. Tôi và người dân thành phố Saint mong muốn ban tặng cho bạn món quà là những lá bài nguyên tố. Hãy sử dụng chúng một cách khôn ngoan!
PROPQUEST_SCENARIO_INC_001427,The Hobo should be in the Western Fantasy Desert. Please eliminate this threat!,Hobo nên ở Western Fantasy Desert. Hãy loại bỏ mối đe dọa này!
PROPQUEST_SCENARIO_INC_001428,Kill Hobo and get the Hobo Sword.,Giết Hobo và lấy Kiếm Hobo.
PROPQUEST_SCENARIO_INC_001453,"Huh? You want me to show you the most powerful skill of mine? Hmm... If you want to see it, I can show you. Here! Put those pieces into my mouth. ah~~","Huh? Bạn muốn tận mục sở thị kỹ năng hùng mạnh nhất của tôi? Hmm .. Nếu bạn muốn được chứng kiến nó, tôi có thể cho bạn xem. Đây! Đưa những miếng đó vào miệng tôi. a~~"
PROPQUEST_SCENARIO_INC_001455,Mysterious Bounty Hunter,Thợ săn tiền thưởng bí ẩn
PROPQUEST_SCENARIO_INC_001456,"Level 40 eh? You've really grown since our last meeting! Hmm, have you heard of a man named ""Ghost"" Hael? He is one of Madrigal's best known bounty hunters.","Cấp 40 hả? Bạn đã thực sự trưởng thành kể từ lần gặp cuối cùng của chúng ta! Hmm, bạn đã nghe nói về một người tên là ""Ghost"" Hael chưa? Anh ta là một trong những thợ săn tiền thưởng nổi tiếng nhất Madrigal."
PROPQUEST_SCENARIO_INC_001457,"His cold and mysterious demeanor have earned him the title ""Ghost"". I've heard from sources that he might be traveling through Flaris today.","Phong thái lạnh lùng và bí ẩn của anh đã mang lại cho anh danh hiệu ""Ghost"". Tôi đã nghe từ các nguồn tin rằng anh ấy có thể sẽ đi du lịch qua Flaris hôm nay."
PROPQUEST_SCENARIO_INC_001458,"Would you perhaps seek him out for me? If you tell him my name, perhaps it will jog his memory…","Bạn có lẽ sẽ tìm kiếm anh ta cho tôi? Nếu bạn nói cho anh ấy biết tên tôi, có lẽ nó sẽ khiến anh ấy nhớ lại…"
PROPQUEST_SCENARIO_INC_001459,Appreciate it! He will be appearing at Fountain of Dead Person in the Northern part of Flaris. Please find him.,Thật sự cảm kích! Anh ta sẽ xuất hiện tại Fountain of Dead Person ở phần phía Bắc của Flaris. Hãy tìm anh ta.
PROPQUEST_SCENARIO_INC_001460,"What are you scared? I mean, he's not REALLY a ghost.","Bạn đang sợ hãi điều gì? Ý tôi là, anh ta THỰC SỰ không phải là một con ma."
PROPQUEST_SCENARIO_INC_001461,Sure is awfully hard to concentrate with you standing right there. What do you want?,Bạn đứng ngay đó làm tôi mất tập trung quá đấy. Bạn muốn gì?
PROPQUEST_SCENARIO_INC_001462,You haven't met Hael yet? He should be at the Fountain of Dead Person.,Bạn chưa gặp Hael? Anh ta nên ở Đài phun nước của Người chết.
PROPQUEST_SCENARIO_INC_001463,Meet Hael and mention Reonan's name.,Gặp Hael và nhắc đến tên Reonan.
PROPQUEST_SCENARIO_INC_001465,Time is Money,Thời gian là tiền bạc
PROPQUEST_SCENARIO_INC_001466,Wha? Someone named Reonan is looking for me? Sounds familiar but… UGH! I've got way too bad of a headache to be thinking about things right now.,Gì? Ai đó tên là Reonan đang tìm tôi? Nghe có vẻ quen thuộc nhưng… UGH! Tôi cảm thấy rất đau đầu khi phải suy nghĩ về mọi thứ ngay bây giờ.
PROPQUEST_SCENARIO_INC_001467,"Reonan... It's the first time hearing that name, but it is familiar... He said its time? Time for what, I wonder…","Reonan ... Lần đầu tiên nghe thấy cái tên đó, nhưng cũng quen thuộc ... Anh ấy nói đã đến lúc chưa? Giờ để làm gì, tôi tự hỏi…"
PROPQUEST_SCENARIO_INC_001468,Regardless! I have my own goals and limited time so move along! There is a foul demon lurking in the Mars Mine with a bounty on its head JUST waiting to be claimed *sneer*,"Bất kể! Tôi có mục tiêu của riêng mình và thời gian có hạn, vì vậy hãy di chuyển theo! Có một con quỷ hôi đang ẩn nấp trong Mỏ sao Hỏa với tiền thưởng trên đầu CHỈ đang chờ được tuyên bố * chế nhạo *"
PROPQUEST_SCENARIO_INC_001469,"UGH! Headache…getting…worse! OK look, here's the deal. You take out that Vice Veduque, give me the reward and I will meet your Reonan. Deal?","UGH! Nhức đầu… ngày càng… tồi tệ hơn! Được rồi, đây là thỏa thuận. Bạn hạ gục Phó Veduque đó, đưa tôi phần thưởng và tôi sẽ gặp Reonan của bạn. Thỏa thuận?"
PROPQUEST_SCENARIO_INC_001470,"Well, never expected you to accept THAT offer? Well anyway, go kill 10 Vice Veduque in Mars Mine then return to me!","Chà, không bao giờ mong đợi bạn chấp nhận lời đề nghị ĐÓ? Dù sao thì, hãy giết 10 con Phó Veduque ở Mars Mine rồi trở về với tôi!"
PROPQUEST_SCENARIO_INC_001471,"No skin off my back! Planned to do it myself anyway. Just gotta, ya know, rest a minute or two…or three…","Không có da ra khỏi lưng của tôi! Có kế hoạch để làm điều đó cho bản thân mình. Chỉ cần thôi, bạn biết đấy, hãy nghỉ ngơi một hoặc hai phút… hoặc ba…"
PROPQUEST_SCENARIO_INC_001472,"Hmpf killed them huh? Well aren't we proud of ourselves. Anyway, while you were in Mars Mine, I thought again about this here… Reonan, or whatever his name is.","Hmpf đã giết họ hả? Chúng ta không tự hào về bản thân mình. Dù sao đi nữa, khi bạn ở Mars Mine, tôi đã nghĩ lại về điều này ở đây… Reonan, hay tên của anh ấy là gì."
PROPQUEST_SCENARIO_INC_001473,"*snores* huh!? What!? I was awake, just resting my eyes!","* ngáy * hả !? Gì!? Tôi đã thức, đôi mắt của tôi cần nghỉ ngơi!"
PROPQUEST_SCENARIO_INC_001474,Kill 10 Vice Veduque and meet Hael.,Giết 10 Phó Veduque và gặp Hael.
PROPQUEST_SCENARIO_INC_001476,Seeing Through to the Past,Nhìn xuyên qua quá khứ
PROPQUEST_SCENARIO_INC_001477,"Still not ringing any bells. Though, the name is familiar… Maybe Master Radeon can tell you something about the name. He took me in over 20 years ago and has been my mentor since.","Vẫn không rung bất kỳ tiếng chuông nào. Mặc dù vậy, cái tên này rất quen thuộc… Có lẽ Master Radeon có thể cho bạn biết điều gì đó về cái tên. Anh ấy đã đưa tôi đến hơn 20 năm trước và là người cố vấn cho tôi kể từ đó."
PROPQUEST_SCENARIO_INC_001478,I can hardly remember what I had for breakfast. Go talk with Master Radeon alright? I'm sure he might know something…,Tôi hầu như không thể nhớ những gì tôi đã ăn sáng. Đi nói chuyện với Master Radeon được không? Tôi chắc rằng anh ấy có thể biết điều gì đó…
PROPQUEST_SCENARIO_INC_001479,"Wow, seems like my headache is already lifting knowing I got you out of my hair. Master Radeon is on the other side of the Fountain of the Dead. Go see him!","Chà, có vẻ như cơn đau đầu của tôi đã tăng lên khi biết tôi đã loại bạn khỏi mái tóc của tôi. Master Radeon đang ở phía bên kia của Fountain of the Dead. Đi gặp anh ấy!"
