Key,English,Spanish
PROPQUEST_SCENARIO_INC_001726,"At any moment the Steam Walker that put the boy there might return, so I must keep an ever vigilant watch! Maybe you COULD help me?","En cualquier momento, el Caminante Vapor que puso al niño allí podría regresar, ¡así que debo estar siempre atento! ¿Quizás PODRÍAS ayudarme?"
PROPQUEST_SCENARIO_INC_001727,"How about this? While I secure the perimeter, you acquire a key to open the prison door. Deal?","¿Qué te parece este plan? Mientras aseguro el perímetro, tú consigues la llave para abrir la puerta de la prisión. ¿Vale?"
PROPQUEST_SCENARIO_INC_001728,"Great! While I secure the area, quickly retrieve a key from one of the Steam Walkers!","¡Genial! Mientras aseguro el área, ¡recupera rápidamente una llave de un Caminate Vapor!"
PROPQUEST_SCENARIO_INC_001729,If you won't help me then I have no time to deal with you!,"¡Si no me vas a ayudar, no tengo tiempo para perder contigo!"
PROPQUEST_SCENARIO_INC_001730,Huzzah! Mission accomplished. Good thing I was here. Who knows what might have happened. Anyway! Time for phase 2!,¡Hurra! Misión cumplida. Menos mal que estaba aquí. Quién sabe lo que podría haber pasado. ¡Y ahora! ¡Pasamos a la fase 2!
PROPQUEST_SCENARIO_INC_001731,Quickly! Quickly! Retrieve the prison key from one of the Steam Walkers! We may not have much time!,¡Rápido!¡Rápido!¡Recupera la llave de la prisión de un Caminante Vapor! ¡Puede que no tengamos mucho tiempo!
PROPQUEST_SCENARIO_INC_001732,Find a Prison Key by killing Steam Walkers.,Encuentra la Llave de la Prisión derrotando a Caminante Vapor.
PROPQUEST_SCENARIO_INC_001734,A Test of Trust,Una Prueba de Confianza
PROPQUEST_SCENARIO_INC_001735,Now we just need to wait for the right moment to open the door! What is your business with me anyway?,¡Ahora solo queda esperar al momento adecuado para abrir la puerta! ¿¿Qué es lo que querias de mi por cierto??
PROPQUEST_SCENARIO_INC_001736,"Gathering the 8 original heroes? Hmph. Been so long I can hardly recall. Only member I've kept in touch with is Elaine… err, forget I said anything. Hah.","¿Reuniendo a los 8 héroes originales? Hmmm. Ha pasado tanto tiempo que apenas puedo recordar. Con el único miembro con el que me he mantenido en contacto es Elaine... emm, olvida lo que he dicho. Ja."
PROPQUEST_SCENARIO_INC_001737,I can prove quickly if it was truly Reonan who sent you. Reonan is perceptive when it comes to people and he doesn't choose just any pushover! How about a test of your skill?,Puedo comprobar rápidamente si realmente es Reonan quien te ha enviado. ¡Reonan es perspicaz con las personas y no elige a cualquiera! ¿Qué tal una prueba de tu habilidad?
PROPQUEST_SCENARIO_INC_001738,"First, I need to test your skill. Go kill 15 Volts & 15 Captain Volts and come back, Then I will trust you and participate to Reonan's decision.","Primero, necesito comprobar tu habilidad. Ve a derrotar a 15 Volts y a 15 Volts Capitanes y vuelve. Entonces confiaré en ti y participaré en la decisión de Reonan."
PROPQUEST_SCENARIO_INC_001739,How about you… mmm… Kill 15 Volts & 15 Captain Volts! BAM! There we go. A true test of skill. Then I will know for sure! You can find them East of this location.,Qué te parece si... mmm... ¡derrota a 15 Volts y 15 Volts Capitanes! ¡BAM! Eso es. Una verdadera prueba de habilidad. ¡Entonces lo sabré con seguridad! Puedes encontrarlos al Este de aquí.
PROPQUEST_SCENARIO_INC_001740,This is the only way to earn my trust.,Ésta es la única forma de ganarte mi confianza.
PROPQUEST_SCENARIO_INC_001741,"Guess I will give credit where it's due. You aren't THAT much of a weakling! Alright, guess I will trust you!","Supongo que daré crédito donde sea debido. ¡No eres TAN debilucho! Muy bien, ¡supongo que confiaré en ti!"
PROPQUEST_SCENARIO_INC_001742,Zoning out the entire time I was giving instructions? Head east of this location and kill 15 Volts & 15 Captain Volts!,¿Estabas distraído mientras estaba dando instrucciones? ¡Dirígete al Este de aquí y derrota a 15 Volts y a 15 Volts Capitanes!
PROPQUEST_SCENARIO_INC_001743,Kill 15 Volts & 15 Captain Volts.,Derrota a 15 Volts y a 15 Volts Capitanes.
PROPQUEST_SCENARIO_INC_001745,The Retired Hero,El Héroe Retirado
PROPQUEST_SCENARIO_INC_001746,"Since you have my trust, I will give you another piece of information. There is another hero hiding out here in Darkon. His name is Elaine, Hero Ranger.","Ya que tienes mi confianza, te daré un dato más. Hay otro héroe escondido aquí en Darkon. Su nombre es Elaine, el Héroe Ranger."
PROPQUEST_SCENARIO_INC_001747,"After the war, and our reincarnation, both Elaine and I fled up here to the mountains.","Después de la guerra y de nuestra reencarnación, tanto Elaine como yo huimos a las montañas."
PROPQUEST_SCENARIO_INC_001748,"If Reonan is trying so hard to reach out to us, then I guess it might be time again. You should go to find Elaine.","Si Reonan se está esforzando tanto por comunicarse con nosotros, supongo que podría ser el momento de volver. Deberías ir a buscar a Elaine."
PROPQUEST_SCENARIO_INC_001749,"He lives west of this current location. Be warned. Since the war, he has retired his weapons and become a self proclaimed pacifist. I'm not sure how willing he will be to join with the rest…","Vive al Oeste de aquí. Ten cuidado. Desde la guerra, ha retirado sus armas y se ha convertido en un pacifista autoproclamado. No estoy seguro de cuán dispuesto estará a unirse con el resto..."
PROPQUEST_SCENARIO_INC_001750,"Well, you know where he is. Whenever you have the time, seek him out.","Bueno, ya sabes dónde está. Cuando tengas tiempo, ve a buscarlo."
PROPQUEST_SCENARIO_INC_001751,Greetings stranger! My name is Elaine. What brings you all the way up here?,¡Saludos extraño! Mi nombre es Elaine. ¿Qué te trae hasta aquí?
PROPQUEST_SCENARIO_INC_001752,Elaine lives just West of this location. Please go and find him!,Elaine vive justo al Oeste de aquí. ¡Por favor ve y encuéntralo!
PROPQUEST_SCENARIO_INC_001753,Find Elaine.,Encuentra a Elaine.
PROPQUEST_SCENARIO_INC_001755,Forest Destroyers,Destructores del Bosque
PROPQUEST_SCENARIO_INC_001756,"Ahh, Reonan is looking to reunite the original 8 heroes you say? He was a dear friend, but I don't think I will be able to fulfill his request. You see… things have changed since that time…","Ah, ¿Reonan quiere reunir a los 8 héroes originales dices? Era un querido amigo, pero no creo que pueda cumplir con lo que pide. Verás... las cosas han cambiado desde entonces..."
PROPQUEST_SCENARIO_INC_001757,"I know it is for the sake of Madrigal! But, I've resigned from a life of heroics. All I desire now is to live in peace…","¡Sé que es por el bien de Madrigal! Pero, he renunciado a una vida heroica. Todo lo que deseo ahora es vivir en paz..."
PROPQUEST_SCENARIO_INC_001758,"You sure are persistent eh? I'll hear you out if you do something for me. Recently, the ecosystem has been suffering due to deforestation caused by the Elderguards. Defeat them, and I will listen.","Eres muy persistente ¿eh? Te escucharé si haces algo por mí. Recientemente, el ecosistema ha estado sufriendo debido a la deforestación causada por los Elderguards. Derrótalos y te escucharé."
PROPQUEST_SCENARIO_INC_001759,"Kill 20 Small Elderguards & 15 Elderguards, responsible for the devastation to this environment, and you have my undivided attention!","Derrota a 20 Elderguards Pequeños y a 15 Elderguards, responsables de la devastación de este entorno, y ¡tendrás toda mi atención!"
PROPQUEST_SCENARIO_INC_001760,The forest needs our aid!,¡El bosque necesita nuestra ayuda!
PROPQUEST_SCENARIO_INC_001761,"Wow, you really accomplished the task! Because of you, I no longer need to concern myself over further deforestation!","¡Wow, lo has conseguido! ¡Gracias a ti, ya no me tengo que preocupar por una deforestación masiva!"
PROPQUEST_SCENARIO_INC_001762,Please go kill 20 Small Elderguards & 15 Elderguards before they destroy anymore of this environment!,¡Derrota a 20 Elderguards Pequeños y a 15 Elderguards antes de que acaben con el entorno!
PROPQUEST_SCENARIO_INC_001763,Kill 20 Small Elderguards & 15 Elderguards located in the Northwestern region of Darkon 1.,"Derrota a 20 Elderguards Pequeños y a 15 Elderguards, están en la parte Noroeste de Darkon 1."
PROPQUEST_SCENARIO_INC_001765,Construction Gone Awry,La Construcción Salió Mal
PROPQUEST_SCENARIO_INC_001766,"Alright, I guess I should uphold my end of the promise!","Muy bien, ¡supongo que debo cumplir mi parte del trato!"
PROPQUEST_SCENARIO_INC_001767,You say Zoro is going to reunite with Reonan? Well... He did always like playing the Hero. What's this? A letter from Zoro?,¿Dices que Zoro se va a reunir con Reonan? Bueno... A él siempre le ha gustado jugar a ser Héroe. ¿¿Qué es esto?? ¿¿Una carta de Zoro??
PROPQUEST_SCENARIO_INC_001768,"Alright. I will read his letter. While I do that, would it be possible for another favor? Monsters, known as Garbagespiders, have been ravaging the land. Could you please defeat them?","Vale. Leeré su carta. Mientras hago eso, ¿Sería posible otro favor? Los monstruos, conocidos como Garbagespiders, han estado devastando la tierra. ¿Podrías derrotarlos?"
PROPQUEST_SCENARIO_INC_001769,Garbagespiders were once used to assist workers in construction. They have since become cursed and are soley bent on destruction. Please defeat 20 Small Garbagespiders & 15 Garbagespiders.,"Los Garbagespiders se usaban para ayudar a los trabajadores en la construcción. Desde entonces, se han vuelto malvados y están empeñados en la destrucción. Derrota a 20 Garbagespiders Pequeños y a 15 Garbagespiders."
PROPQUEST_SCENARIO_INC_001770,Hmm… I would prefer to read the letter without anyone around…,Hmm… preferiría leer la carta sin nadie alrededor…
PROPQUEST_SCENARIO_INC_001771,Just in time! I have finished reading the letter.,¡Justo a tiempo! He terminado de leer la carta.
PROPQUEST_SCENARIO_INC_001772,Please go defeat 20 Small Garbagespiders & 15 Garbagespiders in Darkon 1 while I finish reading this letter.,Derrota a 20 Garbagespiders Pequeños y a 15 Garbagespiders en Darkon 1 mientras termino de leer esta carta.
PROPQUEST_SCENARIO_INC_001773,Kill 20 Small Garbagespiders & 15 Garbagespiders located near the entrance to Dekane Dungeon.,Derrota a 20 Garbagespiders Pequeños y a 15 Garbagespiders cerca de la entrada a la Mazmorra Dekane.
PROPQUEST_SCENARIO_INC_001775,Elaine's Reply,La Respuesta de Elaine
PROPQUEST_SCENARIO_INC_001776,"Zoro wrote this letter to convince me… but no!! I thought about it and nothing can change my mind. After the war, I promised myself I would never kill again… I intend to uphold that vow…","Zoro escribió esta carta para convencerme… ¡¡pero no!! Ya lo he decidido y nada puede hacerme cambiar de opinión. Después de la guerra, me prometí a mí mismo que nunca volvería a matar... Tengo la intención de mantener ese voto..."
PROPQUEST_SCENARIO_INC_001777,Can you bring this to Zoro? This letter is for him.,¿Puedes llevarle esto a Zoro? Esta carta es para él.
PROPQUEST_SCENARIO_INC_001778,"Thank you. When Zoro reads this letter, he will fully understand my rationale…","Gracias. Cuando Zoro lea esta carta, entenderá completamente mis razones…"
PROPQUEST_SCENARIO_INC_001779,I hope you will reconsider. I want Zoro to understand my reasons for declining the offer.,Espero que lo reconsideres. Quiero que Zoro comprenda mis razones para rechazar la oferta.
PROPQUEST_SCENARIO_INC_001780,Have you met with Elaine yet? Hmm? He sent a letter?,¿Ya te has reunido con Elaine? ¿Mmm? ¿Me envia una carta?
PROPQUEST_SCENARIO_INC_001781,Did you give my letter to Zoro yet?,¿Ya le has dado mi carta a Zoro?
PROPQUEST_SCENARIO_INC_001782,Meet Zoro and give him Elaine's letter.,Reúnete a Zoro y entrégale la carta de Elaine.
PROPQUEST_SCENARIO_INC_001784,Repressing the Past,Reprimiendo el Pasado
PROPQUEST_SCENARIO_INC_001785,"*Reading letter* Hmm... I see. There is a reason he refuses to fight. Elaine had a sister, Hannah, for whom he cared very dearly…","*Leyendo la carta* Hmm... Ya veo. Hay una razón por la que se niega a luchar. Elaine tenía una hermana, Hannah, a quien él quería mucho..."
PROPQUEST_SCENARIO_INC_001786,"She was killed during the war… Only, Elaine didn't learn of any of this until after everything was over. He blamed himself for it all…",Fue asesinada durante la guerra... Elaine no se enteró de nada hasta que todo terminó. Se culpó a sí mismo por todo...
PROPQUEST_SCENARIO_INC_001787,"In a fit of rage, he threw her ring, the last memento he had of her, into the air somewhere in Western Darkon 1. If you could retrieve it maybe he would reconsider?","En un ataque de ira, lanzó su anillo al aire, el último recuerdo que tenía de ella, en algún lugar al Oeste de Darkon 1. Si lo recuperas, puede que lo reconsidere."
PROPQUEST_SCENARIO_INC_001788,I guarantee you a Garbagespider ate the ring. They eat anything and everything! Please head to Western Darkon and defeat Garbagespiders until you can recover the ring!,Te garantizo que un Garbagespider se ha comido el anillo. ¡Se comen cualquier cosa! ¡Dirígete al Oeste de Darkon 1 y derrota a los Garbagespiders hasta que recuperes el anillo!
PROPQUEST_SCENARIO_INC_001789,Oh… I figured you would do this for him…,Oh… pensaba que harías esto por él…
PROPQUEST_SCENARIO_INC_001790,Yes! Yes! This is it!,¡Sí! ¡Sí! ¡Eso es!
