Key,English,Thai
PROPQUEST_SCENARIO_INC_001670,"Before this though, it is time you continued your own personal training. It seems you are ready to accept your second job class. This will mark an important step in your path so choose wisely!",ก่อนหน้านี้แม้ว่าคุณจะยังคงฝึกฝนมาเองอยู่เรื่อยๆ ดูเหมือนว่าคุณพร้อมที่จะรับชั้นเรียนที่สองแล้ว นี้จะทำเครื่องหมายขั้นตอนที่สำคัญในเส้นทางของคุณเพื่อเลือกอย่างชาญฉลาด!
PROPQUEST_SCENARIO_INC_001671,"Please complete your second job quest. Once you have done this, go and meet Reodos again. Hopefully he has broken out of his curse by now.",กรุณาเปลี่ยนอาชีพครั้งที่ 2 ให้เสร็จ เมื่อคุณทำแล้วไปพบ Reodos อีกครั้ง หวังว่าเขาจะหลุดพ้นจากคำสาปของเขาตอนนี้
PROPQUEST_SCENARIO_INC_001672,Please go and meet Reodos as soon as you have finished with your quest!,โปรดไปพบ Reodos ทันทีที่เสร็จสิ้นภารกิจ!
PROPQUEST_SCENARIO_INC_001673,It is imperative that you complete your second job quest. This will mark another step in your journey to becoming a true warrior!,จำเป็นมาก คุณต้องเปลี่ยนอาชีพครั้งที่ 2 ให้เสร็จ นี้ถึงจะเป็นเครื่องหมายว่าคุณเป็นนักรบที่แท้จริง
PROPQUEST_SCENARIO_INC_001674,Oh! I see you have completed your second job change quests!,โอ้วว ! ฉันเห็นว่าคุณได้เปลี่ยนอาชีพครั้งที่สองของคุณเสร็จแล้ว!
PROPQUEST_SCENARIO_INC_001675,Best of luck in the completion of the trials that lay before you!,โชคดีที่สุดในการเสร็จสิ้นการทดลองที่วางไว้ก่อนคุณ!
PROPQUEST_SCENARIO_INC_001676,Complete the 2nd job transfer then meet with Reodos.,เสร็จสิ้นการเปลี่ยนอาชีพครั้งที่ 2 แล้วไปพบกับ Reodos
PROPQUEST_SCENARIO_INC_001678,The Insightful Store Owner,เจ้าของร้านค้า Insightful Store
PROPQUEST_SCENARIO_INC_001679,"Oh yeah! Hah, about that… for some reason my concoction didn't seem to break the curse. Could just be a delayed effect! Heh, wishful thinking, right?",อ๋อ ใช่! ฮ่าๆ เกี่ยวกับเรื่องนั้น… ไม่รู้ทำไม ส่วนผสมของฉันดูเหมือนจะไม่สามารถแก้คำสาปได้ หรือมันอาจจะค่อยๆแสดงผลก็ได้! ฮะๆ คิดเข้าข้างตัวเองใช่ไหม?
PROPQUEST_SCENARIO_INC_001680,Anyway! You came at just the right time! I've heard that a man named Achaben has reported seeing who I believe to be one of the 8 missing heroes. Will you go talk with him?,เอาล่ะ! คุณมาทันเวลาพอดี ! ฉันได้ยินมาว่าชายคนหนึ่งชื่อ Achaben ได้รายงานว่าพบหนึ่งในฮีโร่ที่สูญหายไป 8 คน คุณจะไปพูดคุยกับเขาหรือไม่?
PROPQUEST_SCENARIO_INC_001681,Achaben is the owner of the General Shop in Darken. Please go meet with him and see what he has to say!,Achaben เป็นเจ้าของ General Shop ใน Darken กรุณาไปพบเขาและดูว่าเขาพูดอะไร!
PROPQUEST_SCENARIO_INC_001682,Still 4 more heroes to find! Lets not just call it quits now!,ยังมีฮีโร่อีก 4 คนที่ต้องหา! ช่วยรีบไปตอนนี้!
PROPQUEST_SCENARIO_INC_001683,Greetings there! What is it I can do for you?,ทักทาย ที่นั่นงั้นหรอ ! ฉันสามารถทำอะไรให้คุณได้บ้าง?
PROPQUEST_SCENARIO_INC_001684,Achaben is the owner of Common General Shop in Darken. Go see him. I will just lay low till then!,Achaben เป็นเจ้าของ Common General Shop ใน Darken ไปพบเขา
PROPQUEST_SCENARIO_INC_001685,Meet Achaben.,พบ Achaben
PROPQUEST_SCENARIO_INC_001688,Oh! Interested in the stories of this so called super hero I see? Can't say I know a whole lot about him.,โอ้ว ! น่าสนใจเรื่องนี้เรียกว่าซูเปอร์ฮีโร่ที่ฉันเห็น? ไม่สามารถพูดได้ว่าฉันรู้เรื่องทั้งหมดเกี่ยวกับเขา
PROPQUEST_SCENARIO_INC_001689,"There was someone who had more insight into this mysterious man. Oh, what was his name now! Oh I've just got so much on my mind right now its hard to think about anything!",มีคนที่มีความเข้าใจลึกเข้าไปในชายลึกลับคนนี้ โอ้วว ชื่อของเขาคืออะไรตอนนี้! โอ้วว ฉันเพิ่งได้รับในใจของฉันตอนนี้มันยากที่จะคิดว่ามันเกี่ยวกับอะไร!
PROPQUEST_SCENARIO_INC_001690,You want to know what the problem is? I had an important package to deliver but I can't for the life of me remember what I did with it…,คุณต้องการทราบว่าปัญหาคืออะไร? ฉันมีแพ็คเกจที่สำคัญในการจัดส่ง
PROPQUEST_SCENARIO_INC_001691,The package contained special drills acquired from the Drillers in Darkon. Some of the sturdiest around!! If you could acquire some of these drills for me it would surely help a lot!,แพคเกจมีการฝึกซ้อมพิเศษที่ได้มาจาก Drillers ใน Darkon บางส่วนของ sturdiest รอบ !! หากคุณสามารถหาบางส่วนของ drills เหล่านี้ให้ฉัน ก็จะช่วยได้มาก!
PROPQUEST_SCENARIO_INC_001692,Oh! You will get the drills for me!! You are really great! Drillers can be found Southwest of the Gouthan Mountains. Acquire 10 drills and bring them to Remine the weapon smith.,Oh! คุณจะนำ Drills  มาให้ฉัน ! เยี่ยมจริงๆ! Drills สามารถพบได้ในภาคตะวันตกเฉียงใต้ของเทือกเขา Gouthan หา Drills 10 อันและนำไปให้ Remine 
PROPQUEST_SCENARIO_INC_001693,Oh no... I'm in trouble now. Who will ever want the business of such a forgetful store owner!,ตอนนี้ฉันกำลังเดือดร้อน ใครจะอยากจะทำธุรกิจกับเจ้าของร้านที่ขี้ลืมเช่นนี้!
PROPQUEST_SCENARIO_INC_001694,Achaben sent you here I see! Are these the Hard Drills I ordered?,ฉันเห็น Achaben ส่งคุณมาที่นี่! นี่เป็น Hard Drills ที่ฉันสั่งซื้อหรือไม่?
