Key,English,German
PROPQUEST_SCENARIO_INC_001695,Thank you again! Please make haste and acquire the 10 Hard Drills and take them to Remine the Darken weapon smith.,"Nochmals vielen Dank! Bitte beeilen Sie sich und besorgen Sie die 10 Hard Drillers und bringen Sie es zu Remine, dem Waffenschmied der Finsternis."
PROPQUEST_SCENARIO_INC_001696,Acquire 10 Hard Drill from the Drillers in Darkon and bring them to Remine,Erwerben Sie 10 Hard Drill von den Drillers in Darkon und bringe es zu Remine.
PROPQUEST_SCENARIO_INC_001698,Customer Satisfaction,Zufriedene Kunden
PROPQUEST_SCENARIO_INC_001699,Just in time! Now I can finally finish my work. Will you tell Achaben thanks for me!,Gerade noch rechtzeitig! Jetzt kann ich endlich meine Arbeit beenden. Sagen Sie Achaben danke von mir!
PROPQUEST_SCENARIO_INC_001700,Tell Achaben I will be doing all my ordering from him in the future!,"Sagt Achaben, dass ich in Zukunft alle meine Bestellungen bei ihm machen werde!"
PROPQUEST_SCENARIO_INC_001701,Oh? You think I should go tell him myself?,"Ach? Du meinst, ich soll es ihm selbst sagen?"
PROPQUEST_SCENARIO_INC_001702,"Did you deliver the package to Remine? *phew* Oh, Thank you. You saved me.","Hast du das Paket an Remine geliefert? *puh* Oh, danke. Du hast mich gerettet."
PROPQUEST_SCENARIO_INC_001703,Did you deliver my greetings to Achaben?,Hast du meine Grüße an Achaben überbracht?
PROPQUEST_SCENARIO_INC_001704,Meet with Achaben.,Triff dich mit Achaben.
PROPQUEST_SCENARIO_INC_001706,In the Shadow of the Mountains,In den Schatten der Berge
PROPQUEST_SCENARIO_INC_001707,"While you were delivering the package, I looked further into this hero that you were inquiring about. A friend of mine, Est, seems to have more information on him.","Während Sie das Paket ablieferten, habe ich mir diesen Helden, nach dem Sie sich erkundigt haben, genauer angesehen. Eine Freundin von mir, Est, scheint mehr Informationen über ihn zu haben."
PROPQUEST_SCENARIO_INC_001708,"Est is conducting research in the Gouthan Mountains, but is currently besieged by monsters. If you were to help him, he will tell you what you need.","Est forscht in den Gouthan Mountains, wird aber derzeit von Monstern belagert. Wenn du ihm hilfst, wird er dir sagen, was du brauchst."
PROPQUEST_SCENARIO_INC_001709,Please head to the Gouthan Mountains in Northern Darkon and defeat 10 Small Volt and 10 Captain Driller. Then meet with Est.,Bitte begebt euch zu den Gouthan Mountains im Norden Darkons und besiegt 10 Small Volt and 10 Captain Driller. Triff dich dann mit Est.
PROPQUEST_SCENARIO_INC_001710,"Oh well, understandable. I'm not much of a fighter myself.","Na ja, verständlich. Ich bin selbst kein großer Kämpfer."
PROPQUEST_SCENARIO_INC_001711,"What!? The Volts and Drillers just suddenly disappeared! Oh, were you responsible for this?","Was? Die Volts und Drillers sind plötzlich verschwunden! Oh, warst du dafür verantwortlich??"
PROPQUEST_SCENARIO_INC_001712,"Please hurry to the Gouthan Mountains! I'm worried that if we don't act soon, something bad might happen to Est!","Bitte beeilt euch zu den Gouthan Mountains! Ich mache mir Sorgen, dass Est etwas Schlimmes zustoßen könnte, wenn wir nicht bald handeln!"
PROPQUEST_SCENARIO_INC_001713,"Kill 10 Small Volt and 15 Captain Driller, then meet with Est","Töte 10 Small Volt und 15 Captain Driller, danach treffe dich mit Est"
PROPQUEST_SCENARIO_INC_001715,The Jester Hero!,Der närrische Held!
PROPQUEST_SCENARIO_INC_001716,"I was trapped by the monsters while researching and hid behind these rocks here. Ahh, so you are searching for the super hero?","Ich wurde bei meinen Nachforschungen von den Monstern gefangen und habe mich hinter diesen Felsen hier versteckt. Ahh, du suchst also den Superhelden?"
PROPQUEST_SCENARIO_INC_001717,I briefly came across him earlier while high up in the Gouthan Mountains. He was in a hurry to save a young boy trapped in Eastern Darkon. Maybe you could head there?,"Ich bin ihm vorhin kurz begegnet, als ich hoch oben in den Gouthan Mountains war. Er hatte es eilig, einen kleinen Jungen zu retten, der im östlichen Darkon gefangen war. Vielleicht könntest du dorthin gehen?"
PROPQUEST_SCENARIO_INC_001718,So you are going there? You are quite brave! This mysterious hero has to be somewhere near where the boy is in Eastern Darkon,Sie gehen also dorthin? Du bist ziemlich mutig! Dieser mysteriöse Held muss irgendwo in der Nähe des Jungen in Ost-Darkon sein.
PROPQUEST_SCENARIO_INC_001719,Don't blame you. I prefer to stay out of trouble like that myself anyway!,Ich mache Ihnen keine Vorwürfe. Ich halte mich sowieso lieber aus solchen Schwierigkeiten heraus!
PROPQUEST_SCENARIO_INC_001720,"Hush! Be very quiet! I, Zoro the Magnificent!.....am in the middle of a very important mission!","Sei still! Seid ganz still! Ich, Zoro der Prächtige!..... bin gerade mitten in einer sehr wichtigen Mission!"
PROPQUEST_SCENARIO_INC_001721,Look around the prison in which the boy is locked in East Darkon. I'm sure the hero will be there.,"Sieh dich in dem Gefängnis um, in dem der Junge in Ost-Darkon eingesperrt ist. Ich bin sicher, der Held wird dort sein."
PROPQUEST_SCENARIO_INC_001722,Find Zoro.,Finde Zoro.
PROPQUEST_SCENARIO_INC_001724,Key to the Prison,Schlüssel zum Gefängnis
PROPQUEST_SCENARIO_INC_001725,I apologize but I have no time to talk. I have to figure a way to rescue that boy and I'm afraid the at time is limited.,"Ich bitte um Entschuldigung, aber ich habe keine Zeit zum Reden. Ich muss einen Weg finden, den Jungen zu retten, und ich fürchte, die Zeit ist begrenzt."
PROPQUEST_SCENARIO_INC_001726,"At any moment the Steam Walker that put the boy there might return, so I must keep an ever vigilant watch! Maybe you COULD help me?","Der Steamwalker, der den Jungen dorthin gebracht hat, könnte jeden Moment zurückkehren, also muss ich ständig wachsam sein! Vielleicht KANNST du mir helfen?"
PROPQUEST_SCENARIO_INC_001727,"How about this? While I secure the perimeter, you acquire a key to open the prison door. Deal?","Wie wäre es damit? Während ich die Umgebung sichere, besorgst du dir einen Schlüssel, um die Gefängnistür zu öffnen. Abgemacht?"
PROPQUEST_SCENARIO_INC_001728,"Great! While I secure the area, quickly retrieve a key from one of the Steam Walkers!","Super! Während ich das Gebiet sichere, hole schnell einen Schlüssel von einem der Steamwalker!"
PROPQUEST_SCENARIO_INC_001729,If you won't help me then I have no time to deal with you!,"Wenn Sie mir nicht helfen wollen, habe ich keine Zeit, mich mit Ihnen zu befassen!"
PROPQUEST_SCENARIO_INC_001730,Huzzah! Mission accomplished. Good thing I was here. Who knows what might have happened. Anyway! Time for phase 2!,"Hurra! Mission erfüllt. Gut, dass ich hier war. Wer weiß, was sonst passiert wäre. Wie auch immer! Zeit für Phase 2!"
PROPQUEST_SCENARIO_INC_001731,Quickly! Quickly! Retrieve the prison key from one of the Steam Walkers! We may not have much time!,"Schnell! Schnell, schnell! Hol den Gefängnisschlüssel von einem der Steamwalker! Wir haben wahrscheinlich nicht mehr viel Zeit!"
PROPQUEST_SCENARIO_INC_001732,Find a Prison Key by killing Steam Walkers.,"Finde einen Gefängnisschlüssel, indem du Steamwalker tötest."
PROPQUEST_SCENARIO_INC_001734,A Test of Trust,Ein Test des Vertrauens
PROPQUEST_SCENARIO_INC_001735,Now we just need to wait for the right moment to open the door! What is your business with me anyway?,"Jetzt müssen wir nur noch auf den richtigen Moment warten, um die Tür zu öffnen! Was willst du eigentlich von mir?"
PROPQUEST_SCENARIO_INC_001736,"Gathering the 8 original heroes? Hmph. Been so long I can hardly recall. Only member I've kept in touch with is Elaine… err, forget I said anything. Hah.","Die 8 Originalhelden versammeln? Hm. Es ist so lange her, dass ich mich kaum erinnern kann. Das einzige Mitglied, mit dem ich in Kontakt geblieben bin, ist Elaine... ähm, vergiss, was ich gesagt habe. Hah."
PROPQUEST_SCENARIO_INC_001737,I can prove quickly if it was truly Reonan who sent you. Reonan is perceptive when it comes to people and he doesn't choose just any pushover! How about a test of your skill?,"Ich kann schnell beweisen, ob es wirklich Reonan war, der dich geschickt hat. Reonan ist sehr scharfsinnig, wenn es um Menschen geht, und er sucht sich nicht irgendeinen Schwächling aus! Wie wäre es mit einem Test deiner Fähigkeiten?"
PROPQUEST_SCENARIO_INC_001738,"First, I need to test your skill. Go kill 15 Volts & 15 Captain Volts and come back, Then I will trust you and participate to Reonan's decision.",Zuerst muss ich deine Fähigkeiten testen. Geh und töte 15 Volts und 15 Captain Volts und komm zurück. Dann werde ich dir vertrauen und mich an Reonans Entscheidung beteiligen.
PROPQUEST_SCENARIO_INC_001739,How about you… mmm… Kill 15 Volts & 15 Captain Volts! BAM! There we go. A true test of skill. Then I will know for sure! You can find them East of this location.,"Wie wäre es, wenn du... mmm... 15 Volt und 15 Captain Volts tötest! BAM! Das war's. Ein wahrer Test des Könnens. Dann werde ich es sicher wissen! Ihr findet sie östlich von diesem Ort."
PROPQUEST_SCENARIO_INC_001740,This is the only way to earn my trust.,Nur so können Sie mein Vertrauen gewinnen.
PROPQUEST_SCENARIO_INC_001741,"Guess I will give credit where it's due. You aren't THAT much of a weakling! Alright, guess I will trust you!","Ich schätze, ich werde Anerkennung zollen, wo sie fällig ist. So ein Schwächling bist du nicht! Na gut, ich werde dir wohl vertrauen!"
PROPQUEST_SCENARIO_INC_001742,Zoning out the entire time I was giving instructions? Head east of this location and kill 15 Volts & 15 Captain Volts!,"Warst du die ganze Zeit weggetreten, als ich dir Anweisungen gegeben habe? Gehe östlich von diesem Ort und töte 15 Volts und 15 Captain Volts!"
PROPQUEST_SCENARIO_INC_001743,Kill 15 Volts & 15 Captain Volts.,Töte 15 Volts & 15 Captain Volts.
PROPQUEST_SCENARIO_INC_001745,The Retired Hero,Der Held im Ruhestand
PROPQUEST_SCENARIO_INC_001746,"Since you have my trust, I will give you another piece of information. There is another hero hiding out here in Darkon. His name is Elaine, Hero Ranger.","Da du mein Vertrauen hast, werde ich dir eine weitere Information geben. Es gibt einen weiteren Helden, der sich hier in Darkon versteckt. Sein Name ist Elaine, Hero Ranger."
PROPQUEST_SCENARIO_INC_001747,"After the war, and our reincarnation, both Elaine and I fled up here to the mountains.",Nach dem Krieg und unserer Wiedergeburt flohen Elaine und ich hierher in die Berge.
PROPQUEST_SCENARIO_INC_001748,"If Reonan is trying so hard to reach out to us, then I guess it might be time again. You should go to find Elaine.","Wenn Reonan sich so sehr bemüht, auf uns zuzugehen, dann wird es wohl mal wieder Zeit. Du solltest Elaine suchen gehen."
PROPQUEST_SCENARIO_INC_001749,"He lives west of this current location. Be warned. Since the war, he has retired his weapons and become a self proclaimed pacifist. I'm not sure how willing he will be to join with the rest…","Er lebt westlich von diesem Ort. Seien Sie gewarnt. Seit dem Krieg hat er seine Waffen an den Nagel gehängt und ist ein erklärter Pazifist. Ich bin mir nicht sicher, ob er bereit ist, sich den anderen anzuschließen..."
PROPQUEST_SCENARIO_INC_001750,"Well, you know where he is. Whenever you have the time, seek him out.","Nun, Sie wissen, wo er ist. Wann immer Sie Zeit haben, suchen Sie ihn auf."
PROPQUEST_SCENARIO_INC_001751,Greetings stranger! My name is Elaine. What brings you all the way up here?,Grüße Fremder! Mein Name ist Elaine. Was führt dich hierher?
PROPQUEST_SCENARIO_INC_001752,Elaine lives just West of this location. Please go and find him!,Elaine wohnt gleich westlich von diesem Ort. Bitte gehen Sie und finden Sie ihn!
PROPQUEST_SCENARIO_INC_001753,Find Elaine.,Finde Elaine.
PROPQUEST_SCENARIO_INC_001755,Forest Destroyers,Zerstörer der Wälder
PROPQUEST_SCENARIO_INC_001756,"Ahh, Reonan is looking to reunite the original 8 heroes you say? He was a dear friend, but I don't think I will be able to fulfill his request. You see… things have changed since that time…","Ahh, Reonan möchte die ursprünglichen 8 Helden wieder vereinen, sagst du? Er war ein guter Freund, aber ich glaube nicht, dass ich in der Lage sein werde, seine Bitte zu erfüllen. Ihr seht, die Dinge haben sich seitdem geändert..."
PROPQUEST_SCENARIO_INC_001757,"I know it is for the sake of Madrigal! But, I've resigned from a life of heroics. All I desire now is to live in peace…","Ich weiß, es ist zum Wohle von Madrigal! Aber ich habe mich von meinem heldenhaften Leben zurückgezogen. Alles, was ich jetzt will, ist, in Frieden zu leben."
PROPQUEST_SCENARIO_INC_001758,"You sure are persistent eh? I'll hear you out if you do something for me. Recently, the ecosystem has been suffering due to deforestation caused by the Elderguards. Defeat them, and I will listen.","Du bist wirklich hartnäckig, was? Ich werde dich anhören, wenn du etwas für mich tust. In letzter Zeit hat das Ökosystem unter der Abholzung gelitten, die von den Elderguards verursacht wurde. Besiegt sie, und ich werde Euch zuhören."
PROPQUEST_SCENARIO_INC_001759,"Kill 20 Small Elderguards & 15 Elderguards, responsible for the devastation to this environment, and you have my undivided attention!","Töte 20 Small Elderguards und 15 Elderguards, die für die Verwüstung dieser Umgebung verantwortlich sind, und du hast meine ungeteilte Aufmerksamkeit!"
PROPQUEST_SCENARIO_INC_001760,The forest needs our aid!,Der Wald braucht unsere Hilfe!
PROPQUEST_SCENARIO_INC_001761,"Wow, you really accomplished the task! Because of you, I no longer need to concern myself over further deforestation!","Wow, Sie haben die Aufgabe wirklich gemeistert! Dank Ihnen muss ich mir keine Sorgen mehr über die weitere Abholzung machen!"
PROPQUEST_SCENARIO_INC_001762,Please go kill 20 Small Elderguards & 15 Elderguards before they destroy anymore of this environment!,"Bitte geh und töte Small Elderguards und 15 Elderguards, bevor sie noch mehr von dieser Umgebung zerstören!"
PROPQUEST_SCENARIO_INC_001763,Kill 20 Small Elderguards & 15 Elderguards located in the Northwestern region of Darkon 1.,Töte 20 Small Elderguards und 15 Elderguards in der nordwestlichen Region von Darkon 1.
PROPQUEST_SCENARIO_INC_001765,Construction Gone Awry,Schiefgelaufene Bauarbeiten
PROPQUEST_SCENARIO_INC_001766,"Alright, I guess I should uphold my end of the promise!","Also gut, ich sollte wohl mein Versprechen einhalten!"
PROPQUEST_SCENARIO_INC_001767,You say Zoro is going to reunite with Reonan? Well... He did always like playing the Hero. What's this? A letter from Zoro?,"Du sagst, Zoro wird sich mit Reonan wieder vereinen? Na ja... Er hat schon immer gerne den Helden gespielt. Was ist das?? Ein Brief von Zoro??"
